OBJECTID,nazev,oznaceni,nazev_vusc,kod_vusc,nazev_okresu,kod_okresu,nazev_orp,kod_orp,nazev_obce,kod_obce,wkt,x,y,dp_id
134,"Bohdašín,,Bydlo",1734,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bohdašín,576115,POINT(50.35385 16.22955),16.22955,50.35385,AZI142
135,"Bohdašín,,V Propasti",1735,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bohdašín,576115,POINT(50.346077 16.233369),16.233369,50.346077,AZI143
136,"Bohdašín,,V Propasti",1735,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bohdašín,576115,POINT(50.346164 16.233607),16.233607,50.346164,AZI144
137,"Bohdašín,,V Propasti",1735,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bohdašín,576115,POINT(50.346583 16.233256),16.233256,50.346583,AZI145
138,"Bohdašín,,V Propasti",1735,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bohdašín,576115,POINT(50.346679 16.233146),16.233146,50.346679,AZI146
139,"Bohdašín,,Rokole",1736,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bohdašín,576115,POINT(50.347241 16.238614),16.238614,50.347241,AZI147
140,"Bohdašín,,Rokole",1736,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bohdašín,576115,POINT(50.346965 16.239265),16.239265,50.346965,AZI148
141,"Bohdašín,Vanovka",1738,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Ohnišov,576565,POINT(50.329339 16.202087),16.202087,50.329339,AZI149
142,"Bohdašín,Vanovka",1738,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Ohnišov,576565,POINT(50.329328 16.20188),16.20188,50.329328,AZI150
143,"Bohuslavice,,ČOV",1807,Královéhradecký kraj,CZ052,Náchod,CZ0523,Nové Město nad Metují,5211,Bohuslavice,573892,POINT(50.304274 16.091345),16.091345,50.304274,AZI151
144,"Bohuslavice,,ČOV",1807,Královéhradecký kraj,CZ052,Náchod,CZ0523,Nové Město nad Metují,5211,Bohuslavice,573892,POINT(50.304513 16.091501),16.091501,50.304513,AZI152
145,"Bohuslavice,,Horkalen",1808,Královéhradecký kraj,CZ052,Náchod,CZ0523,Nové Město nad Metují,5211,Bohuslavice,573892,POINT(50.324642 16.091009),16.091009,50.324642,AZI153
146,"Bohuslavice,,Horkalen",1808,Královéhradecký kraj,CZ052,Náchod,CZ0523,Nové Město nad Metují,5211,Bohuslavice,573892,POINT(50.324718 16.091211),16.091211,50.324718,AZI154
147,"Bohuslavice,,ZEPO",1809,Královéhradecký kraj,CZ052,Náchod,CZ0523,Nové Město nad Metují,5211,Bohuslavice,573892,POINT(50.320086 16.085945),16.085945,50.320086,AZI155
148,"Bohuslavice,,ZEPO",1809,Královéhradecký kraj,CZ052,Náchod,CZ0523,Nové Město nad Metují,5211,Bohuslavice,573892,POINT(50.318499 16.085834),16.085834,50.318499,AZI156
149,"Bohuslavice,,Marijánka",1810,Královéhradecký kraj,CZ052,Náchod,CZ0523,Nové Město nad Metují,5211,Bohuslavice,573892,POINT(50.307888 16.0883),16.0883,50.307888,AZI157
150,"Bohuslavice,,Marijánka",1810,Královéhradecký kraj,CZ052,Náchod,CZ0523,Nové Město nad Metují,5211,Bohuslavice,573892,POINT(50.307804 16.088199),16.088199,50.307804,AZI158
151,"Bohuslavice,,Na Ostrém",1811,Královéhradecký kraj,CZ052,Náchod,CZ0523,Nové Město nad Metují,5211,Bohuslavice,573892,POINT(50.313929 16.088019),16.088019,50.313929,AZI159
152,"Bohuslavice,,Na Ostrém",1811,Královéhradecký kraj,CZ052,Náchod,CZ0523,Nové Město nad Metují,5211,Bohuslavice,573892,POINT(50.313684 16.088262),16.088262,50.313684,AZI160
153,"Bolehošť,,pošta",1969,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Bolehošť,576123,POINT(50.213473 16.077111),16.077111,50.213473,AZI161
154,"Bolehošť,,škola",1970,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Bolehošť,576123,POINT(50.207293 16.079164),16.079164,50.207293,AZI162
155,"Bolehošť,,škola",1970,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Bolehošť,576123,POINT(50.20741 16.079266),16.079266,50.20741,AZI163
156,"Bolehošť,Bolehošťská Lhota",1971,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Bolehošť,576123,POINT(50.20431 16.087758),16.087758,50.20431,AZI164
157,"Bolehošť,Bolehošťská Lhota",1971,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Bolehošť,576123,POINT(50.204564 16.087511),16.087511,50.204564,AZI165
158,"Borek,,ObÚ",2063,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Borek,548979,POINT(50.439011 15.654292),15.654292,50.439011,AZI166
159,"Borek,,ObÚ",2063,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Borek,548979,POINT(50.438983 15.654185),15.654185,50.438983,AZI167
160,"Borek,Bezník,V Lukách",2064,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Borek,548979,POINT(50.438809 15.639019),15.639019,50.438809,AZI168
161,"Borek,Bezník,V Lukách",2064,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Borek,548979,POINT(50.438841 15.639157),15.639157,50.438841,AZI169
162,"Borek,Bezník,odb.",2065,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Borek,548979,POINT(50.442376 15.646501),15.646501,50.442376,AZI170
163,"Borek,Bezník,odb.",2065,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Borek,548979,POINT(50.442346 15.646585),15.646585,50.442346,AZI171
164,"Borek,Želejov",2066,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Borek,548979,POINT(50.430783 15.661908),15.661908,50.430783,AZI172
165,"Borek,Želejov",2066,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Borek,548979,POINT(50.430808 15.661817),15.661817,50.430808,AZI173
166,"Borohrádek,,aut.st.",2079,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Borohrádek,576131,POINT(50.095709 16.09097),16.09097,50.095709,AZI178
167,"Borohrádek,,aut.st.",2079,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Borohrádek,576131,POINT(50.095791 16.090971),16.090971,50.095791,AZI179
168,"Borohrádek,,Havlíčkova",2080,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Borohrádek,576131,POINT(50.100204 16.089629),16.089629,50.100204,AZI180
169,"Borohrádek,,Havlíčkova",2080,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Borohrádek,576131,POINT(50.100053 16.089674),16.089674,50.100053,AZI181
170,"Borohrádek,,škola",2081,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Borohrádek,576131,POINT(50.094326 16.097191),16.097191,50.094326,AZI182
171,"Borohrádek,,škola",2081,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Borohrádek,576131,POINT(50.09451 16.097134),16.097134,50.09451,AZI183
172,"Borohrádek,Šachov",2082,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Borohrádek,576131,POINT(50.097801 16.121432),16.121432,50.097801,AZI184
173,"Borohrádek,Šachov",2082,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Borohrádek,576131,POINT(50.09776 16.121565),16.121565,50.09776,AZI185
174,Borová,2105,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Borová,573906,POINT(50.386271 16.255044),16.255044,50.386271,AZI186
175,Borová,2105,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Borová,573906,POINT(50.386226 16.254868),16.254868,50.386226,AZI187
176,"Borová,,u jedle",2106,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Borová,573906,POINT(50.376232 16.260988),16.260988,50.376232,AZI188
177,"Borová,,u jedle",2106,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Borová,573906,POINT(50.37617 16.261127),16.261127,50.37617,AZI189
178,"Borovnice,,u kapličky",2150,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Borovnice,576140,POINT(50.062181 16.246039),16.246039,50.062181,AZI190
179,"Borovnice,Přestavlky",2153,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Borovnice,576140,POINT(50.068043 16.231689),16.231689,50.068043,AZI191
180,"Borovnice,Přestavlky",2153,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Borovnice,576140,POINT(50.06792 16.231716),16.231716,50.06792,AZI192
181,"Borovnice,Rájec",2154,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Borovnice,576140,POINT(50.053507 16.232411),16.232411,50.053507,AZI193
182,"Borovnice,Rájec",2154,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Borovnice,576140,POINT(50.053512 16.232517),16.232517,50.053512,AZI194
183,"Borovnice,Homole,Závrší",2156,Pardubický kraj,CZ053,Ústí nad Orlicí,CZ0534,Vysoké Mýto,5314,Koldín,580465,POINT(50.047006 16.246817),16.246817,50.047006,AZI195
184,"Borovnice,Homole,Závrší",2156,Pardubický kraj,CZ053,Ústí nad Orlicí,CZ0534,Vysoké Mýto,5314,Koldín,580465,POINT(50.047072 16.246881),16.246881,50.047072,AZI196
185,"Borovnice,,prodejna",2157,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Borovnice,579092,POINT(50.509198 15.620544),15.620544,50.509198,AZI197
186,"Borovnice,,prodejna",2157,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Borovnice,579092,POINT(50.509309 15.620693),15.620693,50.509309,AZI198
187,"Borovnice,,škola",2158,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Borovnice,579092,POINT(50.509153 15.612777),15.612777,50.509153,AZI199
188,"Borovnice,,škola",2158,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Borovnice,579092,POINT(50.509549 15.612093),15.612093,50.509549,AZI200
189,"Borovnice,,has.zbroj.",2159,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Borovnice,579092,POINT(50.507752 15.632408),15.632408,50.507752,AZI201
190,"Borovnice,,has.zbroj.",2159,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Borovnice,579092,POINT(50.507883 15.632201),15.632201,50.507883,AZI202
191,"Borovnice,,továrna",2160,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Borovnice,579092,POINT(50.511234 15.605303),15.605303,50.511234,AZI203
192,"Borovnice,,továrna",2160,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Borovnice,579092,POINT(50.511338 15.605236),15.605236,50.511338,AZI204
193,"Borovnička,,kostel",2163,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Borovnička,548821,POINT(50.500514 15.668798),15.668798,50.500514,AZI205
194,"Borovnička,,kostel",2163,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Borovnička,548821,POINT(50.500594 15.668691),15.668691,50.500594,AZI206
195,"Borovnička,,samota",2164,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Borovnička,548821,POINT(50.497008 15.683845),15.683845,50.497008,AZI207
196,"Borovnička,,samota",2164,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Borovnička,548821,POINT(50.497318 15.683503),15.683503,50.497318,AZI208
197,"Borovnička,,žel.zast.",2165,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Borovnička,548821,POINT(50.503277 15.655506),15.655506,50.503277,AZI209
198,"Borovnička,,žel.zast.",2165,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Borovnička,548821,POINT(50.503341 15.655839),15.655839,50.503341,AZI210
199,"Božanov,,kemp",2360,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Božanov,573914,POINT(50.524055 16.353342),16.353342,50.524055,AZI211
200,"Božanov,,kemp",2360,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Božanov,573914,POINT(50.524108 16.35326),16.35326,50.524108,AZI212
201,"Božanov,,horní",2361,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Božanov,573914,POINT(50.518708 16.346237),16.346237,50.518708,AZI213
202,"Božanov,,ObÚ",2362,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Božanov,573914,POINT(50.526188 16.364748),16.364748,50.526188,AZI214
203,"Broumov,,žel.st.",2885,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.58118 16.339198),16.339198,50.58118,AZI217
204,"Broumov,,žel.st.",2885,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.581423 16.339126),16.339126,50.581423,AZI218
205,"Broumov,,žel.st.",2885,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.581639 16.339068),16.339068,50.581639,AZI219
206,"Broumov,,žel.st.",2885,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.581824 16.339021),16.339021,50.581824,AZI220
207,"Broumov,,MěÚ",2886,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.58814 16.329404),16.329404,50.58814,AZI221
208,"Broumov,,MěÚ",2886,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.588519 16.328332),16.328332,50.588519,AZI222
209,"Broumov,,Soukenická",2887,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.587583 16.335674),16.335674,50.587583,AZI223
210,"Broumov,,Soukenická",2887,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.587457 16.335544),16.335544,50.587457,AZI224
211,"Broumov,,nemocnice",2888,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.57965 16.333935),16.333935,50.57965,AZI225
212,"Broumov,,nemocnice",2888,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.580225 16.333702),16.333702,50.580225,AZI226
213,"Broumov,,pila",2889,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.573161 16.335691),16.335691,50.573161,AZI227
214,"Broumov,,pila",2889,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.57322 16.33577),16.33577,50.57322,AZI228
215,"Broumov,,hotel Veba",2890,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.582567 16.330765),16.330765,50.582567,AZI229
216,"Broumov,,hotel Veba",2890,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.582288 16.331508),16.331508,50.582288,AZI230
217,"Broumov,,stavebniny",2891,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.594112 16.334044),16.334044,50.594112,AZI231
218,"Broumov,,stavebniny",2891,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.59402 16.333951),16.333951,50.59402,AZI232
219,"Hejtmánkovice,,odb.Šlegrův ryb.",2892,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Hejtmánkovice,574031,POINT(50.593682 16.288198),16.288198,50.593682,AZI233
220,"Hejtmánkovice,,odb.Šlegrův ryb.",2892,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Hejtmánkovice,574031,POINT(50.593534 16.288315),16.288315,50.593534,AZI234
221,"Broumov,Benešov,penzion",2893,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.610802 16.34477),16.34477,50.610802,AZI235
222,"Broumov,Benešov,penzion",2893,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.610771 16.344652),16.344652,50.610771,AZI236
223,"Broumov,Benešov,točna",2894,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.616456 16.348039),16.348039,50.616456,AZI237
224,"Broumov,Olivětín,hostinec",2895,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.602988 16.333414),16.333414,50.602988,AZI238
225,"Broumov,Olivětín,Veba",2896,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.600979 16.333274),16.333274,50.600979,AZI239
226,"Broumov,Olivětín,Veba",2896,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.601436 16.33303),16.33303,50.601436,AZI240
227,"Broumov,Olivětín,žel.st.",2897,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.608656 16.329685),16.329685,50.608656,AZI241
228,"Broumov,Olivětín,žel.st.",2897,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.608532 16.329653),16.329653,50.608532,AZI242
229,"Broumov,Rožmitál,rozc.",2898,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.589588 16.373539),16.373539,50.589588,AZI243
230,"Broumov,Rožmitál,rozc.",2898,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.589651 16.373428),16.373428,50.589651,AZI244
231,"Broumov,Rožmitál,točna",2899,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.604526 16.368472),16.368472,50.604526,AZI245
232,"Broumov,Rožmitál,prodejna",2900,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.59933 16.371068),16.371068,50.59933,AZI246
233,"Broumov,Rožmitál,prodejna",2900,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Broumov,573922,POINT(50.599308 16.370986),16.370986,50.599308,AZI247
234,Brzice,3030,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Brzice,573931,POINT(50.441666 15.962919),15.962919,50.441666,AZI248
235,Brzice,3030,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Brzice,573931,POINT(50.441233 15.963286),15.963286,50.441233,AZI249
236,"Brzice,Proruby",3032,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Brzice,573931,POINT(50.462049 15.958268),15.958268,50.462049,AZI250
237,"Březina,,Březinka",3147,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Březina,549070,POINT(50.434864 15.318816),15.318816,50.434864,AZI257
238,"Březina,,Březinka",3147,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Březina,549070,POINT(50.43487 15.318646),15.318646,50.43487,AZI258
239,"Březina,,náves",3148,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Březina,549070,POINT(50.434172 15.313347),15.313347,50.434172,AZI259
240,"Březina,,náves",3148,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Březina,549070,POINT(50.434092 15.313092),15.313092,50.434092,AZI260
241,Bříšťany,3293,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Bříšťany,548855,POINT(50.316766 15.621492),15.621492,50.316766,AZI263
242,Bříšťany,3293,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Bříšťany,548855,POINT(50.317181 15.621335),15.621335,50.317181,AZI264
243,Budčeves,3358,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Budčeves,548952,POINT(50.309766 15.254087),15.254087,50.309766,AZI265
244,Budčeves,3358,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Budčeves,548952,POINT(50.309449 15.253707),15.253707,50.309449,AZI266
245,"Budčeves,Nečas",3359,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Budčeves,548952,POINT(50.296377 15.233963),15.233963,50.296377,AZI267
246,Bukovice,3513,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Bukovice,547751,POINT(50.549166 16.227769),16.227769,50.549166,AZI268
247,Bukovice,3513,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Bukovice,547751,POINT(50.549124 16.227477),16.227477,50.549124,AZI269
248,Bukvice,3532,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Bukvice,573353,POINT(50.412259 15.294938),15.294938,50.412259,AZI272
249,Bukvice,3532,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Bukvice,573353,POINT(50.412364 15.294901),15.294901,50.412364,AZI273
250,Butoves,3574,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Butoves,549282,POINT(50.386576 15.427011),15.427011,50.386576,AZI274
251,Butoves,3574,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Butoves,549282,POINT(50.386485 15.426774),15.426774,50.386485,AZI275
252,Bystré,3620,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bystré,576166,POINT(50.321974 16.256294),16.256294,50.321974,AZI276
253,Bystré,3620,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bystré,576166,POINT(50.322006 16.256097),16.256097,50.322006,AZI277
254,Bystré,3620,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bystré,576166,POINT(50.322301 16.256415),16.256415,50.322301,AZI278
255,Bystré,3620,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bystré,576166,POINT(50.322309 16.256631),16.256631,50.322309,AZI279
256,"Bystřice,,hřiště",3702,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Bystřice,572772,POINT(50.394599 15.244146),15.244146,50.394599,AZI280
257,"Bystřice,,hřiště",3702,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Bystřice,572772,POINT(50.394546 15.243844),15.243844,50.394546,AZI281
258,"Bystřice,,transformátor",3703,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Bystřice,572772,POINT(50.393611 15.243507),15.243507,50.393611,AZI282
